  epoch    mae_test_score    mae_train_score    mape_test_score    mape_train_score    r2_test_score    r2_train_score    train_loss    valid_loss     dur
    980            0.1563             0.0302           -93.2378            -13.6072         -52.4156            0.9839        0.0171        0.8170  1.1754
    981            0.1570             0.0301           -94.5464            -13.8873         -58.0748            0.9838        0.0171        0.8175  1.1777
    982            0.1567             0.0301           -94.7240            -13.7541         -55.8102            0.9839        0.0171        0.8173  1.1790
    983            0.1562             0.0301           -89.4943            -13.4436         -56.1810            0.9839        0.0171        0.8172  1.1749
    984            0.1563             0.0301           -95.7220            -13.9783         -54.4918            0.9839        0.0171        0.8171  1.1770
    985            0.1570             0.0300           -93.8635            -13.5827         -56.5371            0.9839        0.0171        0.8177  1.1764
    986            0.1562             0.0301           -93.0195            -13.9656         -54.9748            0.9839        0.0171        0.8170  1.1795
    987            0.1559             0.0300           -90.6165            -13.5679         -54.3447            0.9839        0.0171        0.8171  1.1750
    988            0.1564             0.0301           -95.6404            -13.9125         -55.0045            0.9838        0.0171        0.8171  1.1760
    989            0.1562             0.0300           -93.4779            -13.8390         -55.8596            [36m0.9839[0m        0.0171        0.8174  1.1792
    990            0.1560             0.0300           -92.9848            -13.7627         -54.6565            0.9839        0.0170        0.8170  1.1804
    991            0.1557             [32m0.0299[0m           -90.7209            -13.7267         -54.5840            0.9839        0.0171        0.8171  1.1780
    992            0.1561             0.0300           -96.3548            -14.0821         -55.2521            0.9839        0.0170        0.8172  1.1727
    993            0.1559             0.0299           -91.2918            -13.7185         -55.8708            [36m0.9839[0m        0.0170        0.8173  1.1772
    994            0.1560             0.0299           -93.3878            -13.8240         -55.2738            0.9839        [32m0.0170[0m        0.8170  1.1799
    995            0.1554             0.0299           -94.3978            -13.8478         -54.2106            [36m0.9839[0m        0.0170        0.8170  1.1792
    996            0.1565             0.0300           -92.4484            -13.7814         -57.3341            0.9839        0.0170        0.8174  1.1782
    997            0.1555             0.0300           -93.7583            -13.9201         -54.0455            0.9839        0.0170        0.8171  1.1754
    998            0.1565             0.0301           -93.8752            -13.7829         -57.8806            0.9839        0.0171        0.8173  1.1755
    999            0.1553             0.0301           -92.6990            -13.7332         -53.3858            0.9839        0.0171        0.8169  1.1789
   1000            0.1565             0.0302           -93.2330            -13.8415         -58.8129            0.9839        0.0171        0.8173  1.1791
Mon Jun 17 11:25:32 CEST 2024
